Full dataset,,,,,,,,,,,,,,,,,
,Field labels,GP7,SrpI-like,Gp13-like,Gp10A-like,Phage_cap_E,P22_CoatProtein,Phage_capsid,Phage_capsid_2,Linocin_M18,L_lactis_ph-MCP,DUF2184,ENC_III,ENCP4,DUF6260,DUF5309,Total
,Notes,,,,,,,,,,,,,,,,
,Generated_by,Co_occurrence_tkinter.py,,,,,,,,,,,,,,,
,Date,12/1/25,,,,,,,,,,,,,,,
Mini_DTR_803049_6,Mini_DTR_803049_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_033379_3,Control_DTR_033379_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_125659_6,Mini_DTR_125659_6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Micro_DTR_524046_5,Micro_DTR_524046_5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Control_DTR_266931_11,Control_DTR_266931_11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Mini_DTR_056084_4,Mini_DTR_056084_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_315291_9,Mini_DTR_315291_9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Mini_DTR_109347_5,Mini_DTR_109347_5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Micro_DTR_610893_5,Micro_DTR_610893_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_825878_15,Control_DTR_825878_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_453288_12,Control_DTR_453288_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_821528_5,Mini_DTR_821528_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_287318_12,Control_DTR_287318_12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Mini_DTR_517863_10,Mini_DTR_517863_10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_056032_7,Mini_DTR_056032_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_577897_14,Mini_DTR_577897_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_153353_6,Mini_DTR_153353_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_250648_12,Control_DTR_250648_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_602746_13,Control_DTR_602746_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_091244_12,Control_DTR_091244_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_263478_19,Control_DTR_263478_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_314493_17,Control_DTR_314493_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_242130_9,Mini_DTR_242130_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_316114_7,Control_DTR_316114_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_636514_7,Control_DTR_636514_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_294627_3,Control_DTR_294627_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_191695_10,Mini_DTR_191695_10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Control_DTR_142907_9,Control_DTR_142907_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_285287_29,Control_DTR_285287_29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_744137_13,Control_DTR_744137_13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_285288_13,Control_DTR_285288_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_588261_1,Micro_DTR_588261_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_618408_11,Mini_DTR_618408_11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_178784_12,Mini_DTR_178784_12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_308087_15,Control_DTR_308087_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_318820_12,Control_DTR_318820_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_681018_10,Mini_DTR_681018_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_793381_10,Mini_DTR_793381_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mini_DTR_651813_10,Mini_DTR_651813_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_271822_4,Control_DTR_271822_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_702784_2,Mini_DTR_702784_2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Mini_DTR_305205_1,Mini_DTR_305205_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_881358_5,Mini_DTR_881358_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_025673_12,Mini_DTR_025673_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_011740_1,Mini_DTR_011740_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_024048_7,Control_DTR_024048_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_892302_10,Mini_DTR_892302_10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_277602_3,Control_DTR_277602_3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Control_DTR_791828_12,Control_DTR_791828_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_775087_9,Control_DTR_775087_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_276409_20,Control_DTR_276409_20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Control_DTR_622253_13,Control_DTR_622253_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_493963_14,Control_DTR_493963_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_204949_1,Micro_DTR_204949_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_538481_1,Micro_DTR_538481_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_711166_8,Control_DTR_711166_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_168773_28,Control_DTR_168773_28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_275390_4,Control_DTR_275390_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_737326_1,Control_DTR_737326_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_264201_2,Control_DTR_264201_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_191351_11,Mini_DTR_191351_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_155815_4,Mini_DTR_155815_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_027977_12,Control_DTR_027977_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_297935_3,Control_DTR_297935_3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_528413_10,Control_DTR_528413_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_475759_7,Mini_DTR_475759_7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Mini_DTR_731137_7,Mini_DTR_731137_7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_372294_7,Control_DTR_372294_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_730166_5,Control_DTR_730166_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_100242_12,Control_DTR_100242_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_621279_7,Control_DTR_621279_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_317185_10,Control_DTR_317185_10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_067121_6,Mini_DTR_067121_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_027076_4,Control_DTR_027076_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_276407_9,Control_DTR_276407_9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Mini_DTR_495002_13,Mini_DTR_495002_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_840346_10,Control_DTR_840346_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_407603_8,Control_DTR_407603_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_317920_15,Control_DTR_317920_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_208656_3,Mini_DTR_208656_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_112548_21,Control_DTR_112548_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_333544_1,Control_DTR_333544_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_718665_4,Control_DTR_718665_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_263063_1,Mini_DTR_263063_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_486822_7,Control_DTR_486822_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_086487_13,Control_DTR_086487_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_246038_11,Control_DTR_246038_11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_263601_7,Control_DTR_263601_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_697090_3,Control_DTR_697090_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_817597_21,Control_DTR_817597_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_318826_23,Control_DTR_318826_23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_288095_21,Control_DTR_288095_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_047770_24,Control_DTR_047770_24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_424993_8,Control_DTR_424993_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_788590_6,Mini_DTR_788590_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_288094_26,Control_DTR_288094_26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_177323_18,Control_DTR_177323_18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_694531_28,Control_DTR_694531_28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_281310_5,Mini_DTR_281310_5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Control_DTR_243506_13,Control_DTR_243506_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_718226_15,Control_DTR_718226_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_519862_10,Control_DTR_519862_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_119414_27,Control_DTR_119414_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_022268_3,Mini_DTR_022268_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_267629_5,Control_DTR_267629_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_648837_8,Control_DTR_648837_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini_DTR_255958_13,Mini_DTR_255958_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_573873_3,Mini_DTR_573873_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_123361_1,Mini_DTR_123361_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_880893_2,Mini_DTR_880893_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mini_DTR_053383_5,Mini_DTR_053383_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_054155_6,Control_DTR_054155_6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Mini_DTR_037477_12,Mini_DTR_037477_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_549351_5,Micro_DTR_549351_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_210120_3,Control_DTR_210120_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
Mini_DTR_893097_8,Mini_DTR_893097_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_260422_2,Mini_DTR_260422_2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
Control_DTR_333714_12,Control_DTR_333714_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_821378_9,Control_DTR_821378_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_259178_6,Control_DTR_259178_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_804057_5,Mini_DTR_804057_5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Control_DTR_777864_11,Control_DTR_777864_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315725_3,Control_DTR_315725_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_403173_6,Mini_DTR_403173_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_577604_10,Mini_DTR_577604_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_857479_6,Mini_DTR_857479_6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_264090_12,Control_DTR_264090_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_281335_1,Mini_DTR_281335_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_109786_21,Control_DTR_109786_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_286318_1,Mini_DTR_286318_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_110173_12,Control_DTR_110173_12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Mini_DTR_271519_1,Mini_DTR_271519_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_300225_1,Mini_DTR_300225_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_541633_5,Micro_DTR_541633_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_311903_8,Mini_DTR_311903_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_769101_1,Micro_DTR_769101_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_644516_11,Mini_DTR_644516_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_126028_6,Control_DTR_126028_6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Mini_DTR_315118_3,Mini_DTR_315118_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_807674_7,Mini_DTR_807674_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_110168_18,Control_DTR_110168_18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Mini_DTR_463177_14,Mini_DTR_463177_14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mini_DTR_636316_5,Mini_DTR_636316_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_847477_14,Mini_DTR_847477_14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mini_DTR_812328_9,Mini_DTR_812328_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_130901_13,Control_DTR_130901_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_507520_17,Control_DTR_507520_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_377809_9,Mini_DTR_377809_9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Control_DTR_262665_3,Control_DTR_262665_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_269214_13,Control_DTR_269214_13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_635879_5,Mini_DTR_635879_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_817409_12,Mini_DTR_817409_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315672_2,Control_DTR_315672_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_443004_10,Mini_DTR_443004_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_281990_8,Control_DTR_281990_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_409263_7,Control_DTR_409263_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_685546_1,Mini_DTR_685546_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_128087_23,Control_DTR_128087_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini_DTR_696806_1,Mini_DTR_696806_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_344574_7,Control_DTR_344574_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_891421_10,Control_DTR_891421_10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_712694_15,Control_DTR_712694_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_506726_4,Mini_DTR_506726_4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Micro_DTR_534572_1,Micro_DTR_534572_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Control_DTR_787278_12,Control_DTR_787278_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_843553_19,Control_DTR_843553_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_643799_14,Control_DTR_643799_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_430324_8,Control_DTR_430324_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_259669_10,Mini_DTR_259669_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_310597_6,Mini_DTR_310597_6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Mini_DTR_508685_5,Mini_DTR_508685_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_131729_6,Mini_DTR_131729_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_113224_24,Control_DTR_113224_24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315670_23,Control_DTR_315670_23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_526468_11,Mini_DTR_526468_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_316115_10,Control_DTR_316115_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_460881_22,Control_DTR_460881_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_765267_1,Micro_DTR_765267_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Mini_DTR_403211_10,Mini_DTR_403211_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mini_DTR_667068_3,Mini_DTR_667068_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_414810_1,Control_DTR_414810_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_071181_5,Mini_DTR_071181_5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Mini_DTR_281825_8,Mini_DTR_281825_8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_767630_5,Mini_DTR_767630_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_718919_9,Mini_DTR_718919_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_460947_7,Control_DTR_460947_7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_519210_11,Mini_DTR_519210_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_414007_13,Mini_DTR_414007_13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Mini_DTR_139547_14,Mini_DTR_139547_14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_616773_2,Mini_DTR_616773_2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Mini_DTR_544453_2,Mini_DTR_544453_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Control_DTR_008904_13,Control_DTR_008904_13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_380243_12,Control_DTR_380243_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_648828_8,Control_DTR_648828_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_643584_9,Control_DTR_643584_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_233667_26,Control_DTR_233667_26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_258643_22,Control_DTR_258643_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_152166_1,Control_DTR_152166_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_828561_2,Mini_DTR_828561_2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Control_DTR_838806_15,Control_DTR_838806_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_004668_9,Mini_DTR_004668_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_838608_9,Control_DTR_838608_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330538_8,Control_DTR_330538_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_822216_12,Control_DTR_822216_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_155373_12,Mini_DTR_155373_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315460_10,Control_DTR_315460_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_622433_13,Control_DTR_622433_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_171906_1,Control_DTR_171906_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_066701_7,Mini_DTR_066701_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_056436_10,Mini_DTR_056436_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_409266_14,Mini_DTR_409266_14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Control_DTR_264089_19,Control_DTR_264089_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_891612_22,Control_DTR_891612_22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_315675_1,Control_DTR_315675_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_052832_24,Control_DTR_052832_24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_744815_4,Control_DTR_744815_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_141302_2,Control_DTR_141302_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_720859_12,Control_DTR_720859_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_732563_7,Mini_DTR_732563_7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mini_DTR_305935_4,Mini_DTR_305935_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_263791_3,Mini_DTR_263791_3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Control_DTR_626042_22,Control_DTR_626042_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_297409_3,Control_DTR_297409_3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Mini_DTR_171642_7,Mini_DTR_171642_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_891364_18,Control_DTR_891364_18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_317915_6,Control_DTR_317915_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_364418_21,Control_DTR_364418_21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_070533_18,Control_DTR_070533_18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_527968_10,Mini_DTR_527968_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_129139_8,Mini_DTR_129139_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_384355_10,Control_DTR_384355_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_047303_26,Control_DTR_047303_26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_291566_22,Control_DTR_291566_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_499190_8,Control_DTR_499190_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_401575_3,Mini_DTR_401575_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_721932_17,Control_DTR_721932_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_311304_3,Control_DTR_311304_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_407373_7,Control_DTR_407373_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_706687_12,Mini_DTR_706687_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_039261_7,Mini_DTR_039261_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini_DTR_357677_2,Mini_DTR_357677_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_290254_5,Mini_DTR_290254_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
