"metric","group1","group2","n1","n2","mean1","mean2","median1","median2","higher_mean_group","higher_median_group","diff_mean","diff_mean_lo","diff_mean_hi","diff_median","diff_median_lo","diff_median_hi","cliffs_delta","delta_lo","delta_hi","prob_superiority","delta_mag","p_primary","p_stars","significant","primary_method","p_perm_median","p_perm_median_BH","p_perm_median_Holm"
"percentage_phage_coat","Micro","Control",45,798,56.6848888888889,57.0520050125313,59.76,59.73,"Control","Micro",-0.36711612364244,-5.06458145363408,4.64140695488722,0.029999999999994,-18.557,5.47924999999995,-0.100640490114174,-0.236913812308549,0.0513004734057366,0.449679754942913,"negligible",1,"ns",FALSE,"Games-Howell (rstatix) [p.adj returned]",1,1,1
"percentage_phage_coat","Fringe","Refseq",11,910,85.7418181818182,84.0305494505494,92.94,89.85,"Fringe","Fringe",1.71126873126876,-8.77150866633366,9.44720976523476,3.09,1.249625,4.07024999999999,0.217182817182817,-0.107305194805195,0.476823176823177,0.608591408591409,"small",1,"ns",FALSE,"Games-Howell (rstatix) [p.adj returned]",0.218,0.233571428571429,1
"percentage_phage_coat","Fringe","ENC_1",11,55,85.7418181818182,86.1816363636364,92.94,94.01,"ENC_1","ENC_1",-0.439818181818168,-12.18915,8.4733409090909,-1.07000000000001,-2.76,1.52,-0.231404958677686,-0.51404958677686,0.0496280991735535,0.384297520661157,"small",1,"ns",FALSE,"Games-Howell (rstatix) [p.adj returned]",0.5166,0.528340909090909,1
"percentage_phage_coat","Micro","ENC_3",45,4,56.6848888888889,98.78,59.76,99.11,"ENC_3","ENC_3",-42.0951111111111,-47.0724861111111,-37.0294555555556,-39.35,-55.45,-35.12,-0.988888888888889,-1,-0.933333333333333,0.00555555555555554,"large",NA,NA,FALSE,NA,8e-04,0.0018,0.024
"percentage_phage_coat","Mini","ENC_3",491,4,60.4322606924644,98.78,62.63,99.11,"ENC_3","ENC_3",-38.3477393075356,-40.2649455193483,-36.4613571792261,-36.48,-37.67025,-34.6195,-0.996945010183299,-1,-0.987780040733198,0.0015274949083503,"large",NA,NA,FALSE,NA,8e-04,0.0018,0.024
"percentage_phage_coat","Control","ENC_3",798,4,57.0520050125313,98.78,59.73,99.11,"ENC_3","ENC_3",-41.7279949874687,-43.4056998746867,-40.0313430451128,-39.38,-43.1,-34.73975,-0.99937343358396,-1,-0.996240601503759,0.000313283208020043,"large",NA,NA,FALSE,NA,4e-04,0.00128571428571429,0.014
"percentage_phage_coat","Fringe","ENC_3",11,4,85.7418181818182,98.78,92.94,99.11,"ENC_3","ENC_3",-13.0381818181818,-24.52075,-5.442625,-6.17,-8.02,-4.31,-1,-1,-1,0,"large",NA,NA,FALSE,NA,0.0606,0.0717631578947368,0.4848
"percentage_phage_coat","Refseq","ENC_3",910,4,84.0305494505494,98.78,89.85,99.11,"ENC_3","ENC_3",-14.7494505494506,-16.0275837912088,-13.3684370879121,-9.26,-9.985375,-7.36962500000001,-0.946703296703297,-1,-0.841717032967033,0.0266483516483517,"large",NA,NA,FALSE,NA,0.211,0.231585365853659,1
"percentage_phage_coat","PICIs","ENC_3",66,4,66.8521212121212,98.78,72.42,99.11,"ENC_3","ENC_3",-31.9278787878788,-36.3177727272727,-27.9162159090909,-26.69,-30.265125,-24.83,-1,-1,-1,0,"large",NA,NA,FALSE,NA,0.0186,0.0279,0.2976
"percentage_phage_coat","ENC_1","ENC_3",55,4,86.1816363636364,98.78,94.01,99.11,"ENC_3","ENC_3",-12.5983636363636,-16.3645636363636,-8.871575,-5.09999999999999,-7.7,-3.24,-0.936363636363636,-1,-0.818181818181818,0.0318181818181818,"large",NA,NA,FALSE,NA,0.2462,0.257651162790698,1
"percentage_phage_coat","ENC_2","ENC_3",31,4,69.9441935483871,98.78,77.22,99.11,"ENC_3","ENC_3",-28.8358064516129,-33.2872782258064,-24.6451532258065,-21.89,-43.304,-19.19,-1,-1,-1,0,"large",NA,NA,FALSE,NA,0.0816,0.0941538461538462,0.5712
"percentage_phage_coat","ENC_3","ENC_4",4,14,98.78,79.1057142857143,99.11,80,"ENC_3","ENC_3",19.6742857142857,13.3939285714286,27.4985357142857,19.11,16.1495,20.89,0.928571428571429,0.714285714285714,1,0.964285714285714,"large",NA,NA,FALSE,NA,0.0024,0.00469565217391304,0.0552
